parent_var,child_var,id,g9ot,gpa_o80,coll_enr,coll_enr2,coll_enr4,coll_enr_ont,coll_enr_frst,coll_enr_ftpt,coll_prst1,coll_prst2,coll_prst3,coll_comp4,coll_comp6,coll_comp8,coll_gpa_s1,coll_gpa_y1,hs_deg,de_ever
anyspd0812,anyspd0812,12,0.9590719141997397,0.8304494837066159,0.23310582567937674,0.4790088798385114,0.40496882512234156,0.7724117723293604,0.6233520267065615,0.6854055861942471,0.8679614964639768,0.8563164987135679,0.8597269516903907,0.9063879797467962,0.9217655265238136,0.7172983851050958,0.8221271298825741,0.988265985972248,0.8346178008941934,0.3523785888683051
economic_disadvantage,economic_disadvantage,13,0.6891067273681983,0.5584336823085323,0.43609697050414986,0.40991711812093856,0.3893023409415037,0.4900395841337741,0.7342352623585613,0.2967741326894611,0.8931416764389724,0.7510171858593822,0.9987970325164497,0.9010488381609321,0.689044191967696,0.6084344319533557,0.9725534971803427,0.6270255488343537,0.9154112811665982,0.28582185006234795
borough,Brooklyn,14,0.5429237498901784,0.9563197508687153,0.3347786588594318,0.7657399597112091,0.6037522905971855,0.2585004683583975,0.7835659000091255,0.3488545028492809,0.7540027601644397,0.5311290004756302,0.8952196208992973,0.5132765588350594,0.675938474945724,0.600686852238141,0.6409873246448115,0.879549136152491,0.9545765911461785,0.28160620073322207
borough,Bronx,15,0.7164382032351568,0.6907479991205037,0.3257537829689682,0.21900869584642352,0.20220832750201226,0.6126463969238103,0.27466452424414456,0.5938930429052562,0.8436251083621755,0.9414080854039639,0.8631526899989694,0.9403494407888502,0.5772473714314401,0.8814874715171754,0.9992426945827901,0.5984180967789143,0.7316485156770796,0.41875582351349294
borough,Manhattan,16,0.8001085688592866,0.9409801398869604,0.26954972879029815,0.2155500310473144,0.46539237713441256,0.4791303285863251,0.3964136705268175,0.2557064432185143,0.8220765269361436,0.9059933925746009,0.9838044086936861,0.6002163524972275,0.6728844492463395,0.8483865431044251,0.5550528405001387,0.8278596252202988,0.9666020559379831,0.4903390931431204
borough,Queens,17,0.6905146705685183,0.9178733696462587,0.47039621770381934,0.6070160653907806,0.4484864338301123,0.3095366975758225,0.7608907280955464,0.6946698349900544,0.7863035897025838,0.8478146865963936,0.9833441462833434,0.5063139823032543,0.6014452796662226,0.7955418834462762,0.8114191036438569,0.6828580657020211,0.7710139100672677,0.018716451595537364
borough,Staten Island,18,0.6425678421510383,0.7837313705822453,0.3579883622005582,0.6961743603460492,0.24281047405675055,0.4237410979345441,0.43201416502706713,0.640155974123627,0.5861970015102997,0.9706976719899103,0.8714741236763075,0.5971199036575854,0.7739733821945265,0.698710480122827,0.8094360764371231,0.7372216104995459,0.7803695105249062,0.01994220702908933
spec_hs,spec_hs,19,0.861780849751085,0.5478100251639262,0.5245067529845984,0.3768742068670691,0.20565488715656102,0.781648568995297,0.6233504576142879,0.6878202631603927,0.6887928047217429,0.8532001879066229,0.6051727021113038,0.9390416342066601,0.5361337889917195,0.8313527386635542,0.5622488973895088,0.9720575325191021,0.64994910673704,9.008925408124924e-4
ninth_year,ninth_year,20,0.9570759702473879,0.5823173118988052,0.2872940354980529,0.7684163540601732,0.5026417953893543,0.7211641097441317,0.7560377679299564,0.41229126942344013,0.6850209162803367,0.7191577395424247,0.7142398497089744,0.6686700108693913,0.7706922340439633,0.522227669833228,0.6202763221226633,0.8378214829135686,0.599029902368784,0.33793534780852497
grad_year,grad_year,21,0.6027503566583619,0.935868583037518,0.7816721095703543,0.33726553348824384,0.7211683166213334,0.6077378641813994,0.46705219442956153,0.7774823547806591,0.5978255914524198,0.9316882160492241,0.9603051305748522,0.6244343414437026,0.8641436144243926,0.918551875045523,0.938241911586374,0.7803006805479527,0.6592469571623951,0.002311257063411176
female,Asian,22,0.7936337838182226,0.5857494409428909,0.6395927438978106,0.5500226901844145,0.5679190225433559,0.7230597193352879,0.5969281814526768,0.6490110971964896,0.7712113371817395,0.6383672046940774,0.6311303401598707,0.9198510264977813,0.8491892628371716,0.5558229574235156,0.7942359123844653,0.9115073831053451,0.7676940312376246,0.12430868821684271
male,Asian,23,0.5802439951803535,0.5963742005405948,0.5083613275550307,0.4718421312049032,0.4303731793537736,0.23623217972926797,0.6124388443771751,0.7304575560614468,0.752965453080833,0.9190579107962549,0.6306021941127256,0.8356679079588503,0.8777132149552926,0.6898378367768601,0.968056608340703,0.5601476976880804,0.5059415593277663,0.2000515569234267
non-binary (if applicable),Asian,24,0.9279411529423669,0.8118225396610796,0.2748088033404201,0.32669466068036856,0.5066099281888456,0.3230221310630441,0.4404207322280854,0.7225555130746217,0.9082227047765628,0.727052534930408,0.5063674107659608,0.6358252469217405,0.6648900369182229,0.7640080593992025,0.6498385554878041,0.9552822764962912,0.5649958628928289,0.2128657721914351
female,Latinx/Hispanic,25,0.6642790252808481,0.5541537720710039,0.5519659420941025,0.45311287404038014,0.3256450548768044,0.25435641896910965,0.2989282221533358,0.6296903430949897,0.7293394026346505,0.9352488418808207,0.6590485285269096,0.9102072966052219,0.6166377493645996,0.60927900520619,0.8639810546301305,0.8135865365620703,0.8120732030365616,0.13614586647599936
male,Latinx/Hispanic,26,0.7217530407942832,0.8397355688503012,0.513327139010653,0.529504596022889,0.3760594136547297,0.32516077295877044,0.7371216194704175,0.7099848575890064,0.6269602435640991,0.8237566967727616,0.8479308616369963,0.9240203702356666,0.5656600258080289,0.5960155169013888,0.6394025717163458,0.9837693515000865,0.512161290156655,0.30927174480166286
non-binary (if applicable),Latinx/Hispanic,27,0.6244120789924636,0.7645994547056034,0.6162245105486364,0.32076161573641004,0.6745688680559397,0.5224635192193092,0.2959067061543465,0.650064005330205,0.8301474616164342,0.8915352333569899,0.9054326206678525,0.7285046662436798,0.7095596720464528,0.5402152054011822,0.9145215579774231,0.7970930566079915,0.879569587064907,0.07131739892065525
female,Black,28,0.7298629597062245,0.5366552823688835,0.4149012310430408,0.6466144791804255,0.7330212322529406,0.7332478343509139,0.26247168765403334,0.34368787007406354,0.8091458370909095,0.6207731773611158,0.667873453698121,0.8059070764575154,0.8347750682150945,0.555758312693797,0.6446857566479594,0.6535045743221417,0.6232151295989752,0.07084019191097468
male,Black,29,0.6826544039649889,0.7946771827992052,0.6273087223991752,0.666863439930603,0.7871769274119289,0.7874754379969091,0.5927706081420183,0.5960600453894587,0.8933304105885327,0.5770042814547196,0.8288977037882432,0.5427166615845636,0.8819753204006702,0.6628188602626324,0.8855427177622914,0.7085824919631705,0.8881925576133654,0.48945487930905074
non-binary (if applicable),Black,30,0.5534506298135966,0.8998052715323865,0.5734307150822133,0.6502424694597722,0.6344147864729166,0.4045238167513162,0.44085690914653247,0.3837807527277619,0.6215486807050183,0.7517345191445202,0.5229213744169101,0.795536931604147,0.8491736396681517,0.5750889260089025,0.5770078719360754,0.8977043860359117,0.9337837857892737,0.46841887396294624
female,White,31,0.7424993317108601,0.8129312819801271,0.7673582112882287,0.25129610439762473,0.5149861292913557,0.7933137364219875,0.6304938421119005,0.7103439202997834,0.7457178700715303,0.953014379250817,0.5623384400969371,0.7799359911587089,0.8651867356384173,0.9845196142559871,0.905585944536142,0.7027467023581266,0.9922273416304961,0.48112460400443524
male,White,32,0.8519200551090762,0.7624140671687201,0.3392612169962377,0.7387780580203982,0.5811351973097771,0.30977882184088235,0.48330182619392875,0.5871276795864107,0.562019205535762,0.7093738062540069,0.9216325717279688,0.6314963824115694,0.5819952632300556,0.8547193109989166,0.5621959540294483,0.6894701512064785,0.6904625849565491,0.3544838371453807
non-binary (if applicable),White,33,0.7917409758083522,0.7269695985596627,0.586255380511284,0.469865589728579,0.37374899820424623,0.2746604090090841,0.5791008911095561,0.4976392907556147,0.8440742495004088,0.8503560880199075,0.9690654705045745,0.5716889846371487,0.724032758269459,0.5983180172042921,0.5325058423914015,0.5074647240107879,0.7043630440020934,0.08370577683672309
female,Other,34,0.8805500150192529,0.6182048827176914,0.580712096579373,0.6867332423571497,0.521216008020565,0.36270639258436865,0.7460467244498432,0.5994869191665203,0.670851911068894,0.6247964492067695,0.6469353847205639,0.7112003470538184,0.9811820019967854,0.9283998425817117,0.8946452140808105,0.6129221855662763,0.8778242389671504,0.13224283535964787
male,Other,35,0.56196802505292,0.7685379206668586,0.7678823029156776,0.5573313160799445,0.4590306852944196,0.3298879158683121,0.5344266479369253,0.49770835903473204,0.6346212773350999,0.6728887835051864,0.5252590368036181,0.6926902079721913,0.5187830004142597,0.8796646995469928,0.8194612585939467,0.7784135008696467,0.6774954695720226,0.04276001267135143
non-binary (if applicable),Other,36,0.6067254244117066,0.9694988805567846,0.21825288510881366,0.5375523414928467,0.6149134175851942,0.31943361354060473,0.6815053356345744,0.26804964430630207,0.6226584136020392,0.8971841366728768,0.8275062523316592,0.7606934616342187,0.9897215672535822,0.6675290869316086,0.5463109739357606,0.888692066539079,0.8974437066353858,0.0013803488109260798
anyell0812,Asian,37,0.506647473317571,0.8246625571046025,0.2358428976032883,0.5528045034501703,0.2317009119782597,0.7519072090741248,0.41191666903905577,0.7648776954505594,0.7067973529919982,0.9805273390375078,0.9368894277140498,0.654737567063421,0.8511141496710479,0.6450580761302263,0.9489011997357011,0.5398036122787744,0.5877977927448228,0.0567741688573733
anyell0812,Latinx/Hispanic,38,0.5677589713595808,0.9922295405995101,0.7871710029430687,0.2943178404122591,0.49273578743450347,0.23078405987471343,0.5954242323525251,0.718797262851149,0.7389645442599431,0.832808292703703,0.7384627584833652,0.6979510338278487,0.653254740871489,0.9712879526196048,0.760528258047998,0.6045648604631424,0.959374833968468,0.19658506277482957
anyell0812,Black,39,0.8531494252383709,0.95886641938705,0.23918825080618264,0.61888696718961,0.20145896314643325,0.5276957306079567,0.6477348462678493,0.6542439525946975,0.5484372806968167,0.7492306142812595,0.6014818182447925,0.6259063405450433,0.8925917961169034,0.633710068417713,0.5255975180771202,0.5113706265110523,0.6179748212452978,0.07073542044963688
anyell0812,White,40,0.8150711916387081,0.6067143825348467,0.6423255951143803,0.5024512351956218,0.43122014566324657,0.4404674325603992,0.24944168725050989,0.7656037536449731,0.7782758087851107,0.7229521028930321,0.688529460108839,0.7921056032646447,0.7845277641899884,0.983039456885308,0.968982023303397,0.6785412909230217,0.5458490339806303,0.37593228148762137
anyell0812,Other,41,0.7603323706425726,0.8078740866621956,0.40042028338648383,0.4718753577675671,0.2156486592255533,0.41454704618081456,0.6147308901883662,0.6169010533485562,0.9192169574089348,0.9452085146913305,0.70238557679113,0.9446453396230936,0.7841295342659578,0.6824787769000977,0.6493816087022424,0.7649850728921592,0.6728272086475044,0.42364300379995257
anyspd0812,Asian,42,0.5814251537667587,0.7579909276682884,0.3059418219607324,0.641749002179131,0.2558736060280353,0.2911365336272866,0.6848875218536705,0.7657158282119783,0.6110043890075758,0.9958816422149539,0.5783705404028296,0.5980587678495795,0.8919819438597187,0.506885247072205,0.856596517842263,0.5144213796593249,0.6265789547469467,0.41131308174226433
anyspd0812,Latinx/Hispanic,43,0.9515384896658361,0.561846889089793,0.4827125438954682,0.3286013898439706,0.7100434290710838,0.41342444922775035,0.41180184325203306,0.27980609820224345,0.641386631410569,0.9494814301142469,0.89470546587836,0.8938274795655161,0.9509519645944238,0.831705849035643,0.7350859165890142,0.6116795059060678,0.9882359461626038,0.10205595917068422
anyspd0812,Black,44,0.6111900421092287,0.9257826741086319,0.2464705779217184,0.3275849835015834,0.40313815348781645,0.4573891673702747,0.2699025587178767,0.45607957239262764,0.9458543496439233,0.6014873672975227,0.5321299927309155,0.534263092558831,0.5092273476766422,0.5168380555696785,0.8319259671261534,0.866838272777386,0.7299279436701909,0.15463063586503267
anyspd0812,White,45,0.5331850388320163,0.8503095100168139,0.5223217637743802,0.516822279058397,0.7937594963703305,0.7917492751497777,0.38528293436393146,0.3192223335616291,0.8443126135971397,0.5010674220975488,0.9021027438575402,0.7137712478870526,0.9402256770990789,0.9094423821661621,0.5373596284771338,0.9848138965899125,0.9102628346299753,0.4290115841431543
anyspd0812,Other,46,0.8147027511149645,0.7266351045109332,0.6369703903328627,0.6838997471146286,0.7105650145094842,0.3714460610877723,0.2734025988262147,0.3161814119201154,0.9833357451716438,0.7866643654415384,0.9565529943211004,0.7323913674335927,0.7096861825557426,0.5906512107467279,0.8980076591251418,0.6194825975690037,0.5510800132760778,0.4670091039733961
economic_disadvantage,Asian,47,0.841117508825846,0.843005629372783,0.22027335781604052,0.6257784055080265,0.3142725326586515,0.6182305025402457,0.27995178280398253,0.5335420065093786,0.7655962720746174,0.952049006242305,0.6718860873952508,0.7353376984829083,0.6659080369863659,0.9725287675391883,0.6181132685160264,0.6997189172543585,0.7248335903277621,0.41896646411623806
economic_disadvantage,Latinx/Hispanic,48,0.8744444575859234,0.6695978908101097,0.23890061783604327,0.7158363196533175,0.6701632050797344,0.6348784835543484,0.6239979564212264,0.4921343220397831,0.6063006138429046,0.6733346648979932,0.6448557862313464,0.9341485865879804,0.7740151943871751,0.7689968138001859,0.8033008058555424,0.8262094663223252,0.5973521649139002,0.08134104497730732
economic_disadvantage,Black,49,0.6011706903809682,0.6417418725322932,0.5650708705652505,0.578460109140724,0.5722047821152956,0.39081623991951353,0.35134171484969556,0.3112104908563197,0.8327774037607014,0.9960971737746149,0.7917833540122956,0.7585264894878492,0.6964811668731272,0.964670657645911,0.8822168473852798,0.6174814036348835,0.873770272359252,0.4007603279314935
economic_disadvantage,White,50,0.7406141923274845,0.7425008065765724,0.7882221057545395,0.6224874571431429,0.6183598904870451,0.7155342603102328,0.6336715772282333,0.7049312982242555,0.9254897985374555,0.9809039122192189,0.9472154027316719,0.5971892931265756,0.5130711939418688,0.5648321192711592,0.7993215116439387,0.7788032811367884,0.7639780055033043,0.279028756194748
economic_disadvantage,Other,51,0.9377619981532916,0.5294969868846238,0.3370364147238434,0.39330436415039005,0.6257562276907266,0.22140730917453766,0.539747152896598,0.24342318573035301,0.8675867582205683,0.9550266599981114,0.7208041267003864,0.5957103306427598,0.5770275414688513,0.7920601082732901,0.8573389902012423,0.7499044649302959,0.8848147760145366,0.3457698713755235
Brooklyn,Asian,52,0.7653899163706228,0.8737903652945533,0.28468459215946496,0.6112229578197004,0.6395447168499232,0.33576986961998045,0.4452508697286249,0.39941614689305427,0.8254470593528822,0.5092221098020673,0.8488634017994627,0.7259883483638987,0.6602879703277722,0.7152426643297076,0.6484495013719425,0.7405650559812784,0.8842132412828505,0.2763868161709979
Bronx,Asian,53,0.8778214660705999,0.904390802141279,0.667719007190317,0.2905190276447684,0.2193867573980242,0.7724659075494857,0.3131697777658701,0.7879974535666407,0.5462323004612699,0.9068212525453418,0.9900917710037902,0.7225344335893169,0.6980397972511128,0.9719962464878336,0.9478694556746632,0.7103042785311118,0.9165132263442501,0.052177602890878916
Manhattan,Asian,54,0.8763152579776943,0.7164067132398486,0.709716540016234,0.7048014558386058,0.482710317382589,0.6291409878525884,0.34201896330341697,0.272341519035399,0.7616982543841004,0.9233303125947714,0.5642026843270287,0.5638635418144986,0.9641264113597572,0.5465883912984282,0.7511582239530981,0.9978126670466736,0.854671030654572,0.3442369985859841
Queens,Asian,55,0.8950391098624095,0.9307982474565506,0.21150287380442023,0.23958702306263152,0.6900035842321814,0.7895970751065762,0.35427030990831554,0.34226528829894964,0.529389621457085,0.9387020372087136,0.72575290245004,0.613485595677048,0.6737270479789004,0.9309051362797618,0.9912410809192806,0.5329740955494344,0.9915313258534297,0.27372592606116086
Staten Island,Asian,56,0.9904314615996554,0.8798660585889593,0.7799746983218938,0.6293888980057092,0.5463988840114327,0.5413844963535668,0.5499128305353225,0.5116398117505014,0.6407268220791593,0.9368589970981702,0.8371370860841125,0.6388296376680955,0.6266955190803856,0.6885206749429926,0.6392156563233584,0.8882896514842287,0.6751195181859657,0.19339356699492782
Brooklyn,Latinx/Hispanic,57,0.5921038630185649,0.6868867588927969,0.3280564318876714,0.7626795491669327,0.741615494573489,0.6667981510516257,0.793876412883401,0.6321383909322322,0.6307746502570808,0.8724991821218282,0.5810136530781165,0.9674651176901534,0.70531291665975,0.7029969663126394,0.7779449997469783,0.7842221526661888,0.9579886321444064,0.2395387835567817
Bronx,Latinx/Hispanic,58,0.6713798905257136,0.6484805706422776,0.5791020169388503,0.5311008826829493,0.21264677420258524,0.2530269795563072,0.4220581070519984,0.25999214537441734,0.7533823298290372,0.6008111413102597,0.6769185495795682,0.6806329634273425,0.5292219402035698,0.8507118861889467,0.5472326793242246,0.8411952892784029,0.721765466267243,0.49311103636864573
Manhattan,Latinx/Hispanic,59,0.6361045287922025,0.8197051263414323,0.42961761378683155,0.3594654491171241,0.5092203703708947,0.24260321515612307,0.2629626162815839,0.6834957402199507,0.9687422355636954,0.6613759828032926,0.7445959049509838,0.8931186577538028,0.613813380128704,0.9071572908433154,0.7492132942425087,0.6614771845052019,0.8206069845473394,0.3844655912835151
Queens,Latinx/Hispanic,60,0.6593770158942789,0.5237266196636483,0.6600542634259909,0.3094846009742469,0.27006353498436514,0.38952073003165427,0.6864192142151297,0.39997465000487864,0.9032971326960251,0.5851962591987103,0.6403849977068603,0.9925225152401254,0.5305319810286164,0.587603346677497,0.8118162017781287,0.982509880210273,0.756866094074212,0.466155934962444
Staten Island,Latinx/Hispanic,61,0.5594633524306118,0.6774334206711501,0.7475332060828805,0.7377841452136638,0.6693342889193445,0.67227111556567265,0.7409659153781831,0.3107527108397335,0.640582115505822,0.5982303051277995,0.7547986961435527,0.9919804392848164,0.6700410334160551,0.9599959996994585,0.913815850042738,0.5100600932491943,0.5619678307557479,0.09764506039209664
Brooklyn,Black,62,0.6417594777885824,0.5059940963983536,0.2751782266423106,0.6019973389804364,0.5291260301601142,0.6502608094830067,0.5162883416283877,0.4547267100308091,0.9723461206303909,0.5345738986507058,0.646970714093186,0.8195986938662827,0.6671024282695726,0.7464992267778143,0.7502232233528048,0.7423133640550077,0.9984513474628329,0.48666029411833733
Bronx,Black,63,0.741769753745757,0.5608106325380504,0.48127073766663675,0.7033296056557448,0.7285448728129269,0.43332934807986023,0.5137832434847951,0.561180903762579,0.6333604195388034,0.8555647309403867,0.9131679447600618,0.5006475606933236,0.6024682652205229,0.9549658695468679,0.8653524854453281,0.590773314004764,0.6816889438778162,0.2808260404272005
Manhattan,Black,64,0.6961676098871976,0.8956875782459974,0.5193052456248552,0.352552177477628,0.6628921801224352,0.3788094421848655,0.32217272380366924,0.4996602204162628,0.8310262917075306,0.8617220498854294,0.748797447537072,0.6630746847949922,0.5381481354124844,0.7796527759637684,0.6191946152830496,0.7475504906615242,0.8029137639096007,0.09139512910041958
Queens,Black,65,0.8455277280882001,0.9617008976638317,0.6197321611456574,0.6188985741697253,0.5599652986973525,0.6343873654957861,0.2590023044962436,0.31746765435673296,0.958306678570807,0.5499274383764714,0.9462195038795471,0.8321493512485176,0.8348570958478376,0.6631994899362326,0.6126439087092876,0.7312183321919292,0.5127970423782244,0.06652726035099477
Staten Island,Black,66,0.5869226433569565,0.6283002040581778,0.2813129098620266,0.2513292314950377,0.7930140681564808,0.27085568937473004,0.5585442556999625,0.31778320465236903,0.6428328473120928,0.5413262319052592,0.9955395623110235,0.9388048251857981,0.5599088832968846,0.8970200008479878,0.5105889696860686,0.7945550967706367,0.5050217278767377,0.17210378975141793
Brooklyn,White,67,0.742416359600611,0.7264884364558384,0.23722329130396247,0.6448063336312772,0.31052130116149784,0.25489029940217733,0.6478592332918198,0.7927526989020408,0.6253064593765885,0.8125396986724809,0.7625414795475081,0.7467123263049871,0.9765040419297293,0.6535396162653342,0.9254127802560106,0.8242671558400616,0.7413103111321107,0.47756101831328124
Bronx,White,68,0.6083025562111288,0.9323326896410435,0.42524904045276346,0.5509248562157154,0.6112000257708132,0.7031971074640753,0.2770891953725368,0.28876434969715775,0.8899794847238809,0.900600980152376,0.5172783333109692,0.6370300486451015,0.511648174491711,0.6756877328734845,0.812535727978684,0.6026854964438826,0.7510375529527664,0.07432114682160318
Manhattan,White,69,0.8341788324760273,0.6267050529131666,0.698454311490059,0.7943304702173919,0.5501856888644399,0.6145228210370988,0.3356548238079995,0.3030911040026695,0.7053903333144262,0.6485316245816648,0.9425413064891472,0.5774950361810625,0.5459414815995842,0.8768500115256757,0.6955903347115964,0.5313063367502764,0.8396491744788364,0.2860577127430588
Queens,White,70,0.6738618471426889,0.8891813773661852,0.37677608663216233,0.37777954279445114,0.4463879043702037,0.3645365312695503,0.5490243219770492,0.5073335052002221,0.9453107885783538,0.6204056481365114,0.6327890523243695,0.8280048703309149,0.76863563631195575,0.6920937173999846,0.8901839803438634,0.8653449502307922,0.5105380748864263,0.0449396496405825
Staten Island,White,71,0.7098845549626276,0.983831945923157,0.5217203609645367,0.7745967204682529,0.4397847617510707,0.43314592312090106,0.5661055751610549,0.28569510392844677,0.8668322160374373,0.9932930065551773,0.9792128370609134,0.6424354941118509,0.5242766496958211,0.6548118956852704,0.5962717954535037,0.5347908677067608,0.9031158785801381,0.3033824131125584
Brooklyn,Other,72,0.5927616170374677,0.58971153490711,0.5962332790717484,0.5407459533307701,0.430668842047453,0.5390891621820629,0.45952989719808107,0.447940756706521,0.7407933580689132,0.9780570800649002,0.6184165286831558,0.7332924455404282,0.5445614458294585,0.589415428112261,0.8244987867074087,0.601290212245658,0.9520968676079065,0.28607893851585686
Bronx,Other,73,0.9136673762695864,0.5467159289401025,0.21571109867654742,0.7533238950185479,0.3494985789060593,0.30456774290651084,0.3859867735300213,0.5030205884017052,0.8369278064928949,0.8455171476816759,0.5986370912287384,0.6169284483185038,0.8984172710916027,0.6544949115486816,0.7020715776598081,0.7263410844607279,0.7477713850094005,0.03356757597066462
Manhattan,Other,74,0.9979562447406352,0.7710927326697856,0.6401183921843767,0.6888950698543341,0.7935181288514288,0.42423675144091255,0.20256172711960974,0.3491608425509185,0.8987356703728437,0.5842986908974126,0.5995289082638919,0.9683071575127542,0.5528846808010712,0.5280719741713256,0.6991526385536417,0.9027858802583069,0.8606772536877543,0.12124239327386022
Queens,Other,75,0.6206930195912719,0.9093190040439367,0.4594456661958248,0.2660995639394969,0.5257713026367128,0.2565701701212675,0.2417112102266401,0.5003686405718327,0.7072079583304003,0.5161415404872969,0.957794475601986,0.900590734789148,0.9100013513816521,0.5687011656118557,0.9549468404147774,0.8176791523583233,0.7067754815798253,0.18486654991284013
Staten Island,Other,76,0.5589222657727078,0.6414408162236214,0.3264668792486191,0.3525031293742359,0.7709106398280712,0.7455366652458908,0.41678009820170703,0.33484245953150094,0.5107324093114585,0.6397120996844023,0.8710670779692009,0.8666775185847655,0.9862824083538726,0.5044582091504708,0.5227914545685053,0.715588278719224,0.5804251353256404,0.3935292281676084
spec_hs,Asian,77,0.5424147107405588,0.7959010174963623,0.64398234882392,0.3482131307944656,0.4380018423777074,0.6751663334667684,0.6246747281868011,0.37373080500401556,0.8226348218740895,0.8544194381684065,0.6914148486685008,0.7510015472071245,0.9483102979138494,0.5231452882289886,0.5707277155015618,0.900640533072874,0.669721593032591,0.03685129014775157
spec_hs,Latinx/Hispanic,78,0.7335033637937158,0.6685755082871765,0.7170700607821345,0.32481944244354966,0.7167055832222105,0.7425082889385521,0.49467596681788567,0.7213323698844762,0.7404417117359117,0.7238826723769307,0.6817981001222506,0.7537259814562276,0.6011596512980759,0.5696177415084094,0.832692097988911,0.9315613324288279,0.5120094192679971,0.004408473847433925
spec_hs,Black,79,0.5441393406363204,0.7205756781622767,0.4589368213899434,0.47885379549115903,0.40132456989958887,0.5883615006227048,0.20911132572218777,0.4058099566493184,0.7354286991758272,0.7667611262295395,0.6717517348006368,0.5868248426122591,0.8179535822710022,0.6877262729685754,0.7876679276814684,0.8089734099339694,0.8073328299215063,0.22817718260921538
